Branch Path,Variable,branch_level,Current Accounts,Projected Scenario,Shown In Interface,Shown In Interface Projected,Units,Notes
Demand\Passenger road\LPVs\PHEV medium\Biodiesel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV medium\Biodiesel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV medium\Biogasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV medium\Biogasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV medium\Efuel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV medium\Efuel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV medium\Electricity,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV medium\Electricity,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV medium\Gas and diesel oil,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV medium\Gas and diesel oil,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV medium\Motor gasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV medium\Motor gasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV small,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\LPVs\PHEV small,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\LPVs\PHEV small\Biodiesel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV small\Biodiesel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV small\Biogasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV small\Biogasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV small\Efuel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV small\Efuel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV small\Electricity,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV small\Electricity,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV small\Gas and diesel oil,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV small\Gas and diesel oil,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV small\Motor gasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\LPVs\PHEV small\Motor gasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Motorcycles,Sales Share,vehicle_type,True,True,True,False,%,
Demand\Passenger road\Motorcycles,Stock,vehicle_type,True,False,True,True,Millions,
Demand\Passenger road\Motorcycles,Stock Share,vehicle_type,True,False,True,True,%,
Demand\Passenger road\Motorcycles,Vehicle Equivalent Weight,vehicle_type,True,False,True,True,passenger car equivalent,
Demand\Passenger road\Motorcycles,Vehicle Equivalent Weight Lower Bound,vehicle_type,True,False,True,True,passenger car equivalent,
Demand\Passenger road\Motorcycles,Vehicle Equivalent Weight Upper Bound,vehicle_type,True,False,True,True,passenger car equivalent,
Demand\Passenger road\Motorcycles\BEV,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\Motorcycles\BEV,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\Motorcycles\BEV\Electricity,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Motorcycles\BEV\Electricity,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Motorcycles\ICE,Sales Share,drive_or_size,True,True,True,False,%,
Demand\Passenger road\Motorcycles\ICE,Stock Share,drive_or_size,True,False,True,True,%,
Demand\Passenger road\Motorcycles\ICE\Biodiesel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Motorcycles\ICE\Biodiesel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Motorcycles\ICE\Biogasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Motorcycles\ICE\Biogasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Motorcycles\ICE\Efuel,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Motorcycles\ICE\Efuel,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Motorcycles\ICE\Gas and diesel oil,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Motorcycles\ICE\Gas and diesel oil,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Motorcycles\ICE\Motor gasoline,Fuel Economy,fuel,True,False,True,True,MJ/100 km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
Demand\Passenger road\Motorcycles\ICE\Motor gasoline,Mileage,fuel,True,False,True,True,Thousand km,Fuel row globally required unless excluded by economy-specific ESTO zero-fuel config.
